60,40
66,34
74,26
78,22
79,21
83,17
88,12
85,15
85,15
87,13
88,12
85,15
96,4
90,10
93,7
97,3
88,12
95,5
99,1
98,2
100,0
100,0
99,1
100,0
100,0
100,0
98,2
99,1
100,0
100,0
99,1
100,0
99,1
99,1
99,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
